"seqnames","start","end","width","strand","baseMean","log2FC","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","condition_SEA_vs_NOSEA","SE_Intercept","SE_condition_SEA_vs_NOSEA","WaldStatistic_Intercept","WaldStatistic_condition_SEA_vs_NOSEA","WaldPvalue_Intercept","WaldPvalue_condition_SEA_vs_NOSEA","betaConv","betaIter","deviance","maxCooks"
"chr1",36772454,36772858,405,"*",107.851341961627,-1.31080399010809,7.00100203811499e-05,"Promoter (1-2kb)",1,36770992,36772375,1384,1,"22637","ENSMUST00000186624.1",1462,"ENSMUSG00000026117","Zap70","zeta-chain (TCR) associated protein kinase",3118.74753941868,FALSE,1e-08,1,0.0254933194084717,0.0238480346039774,6,FALSE,0.0238480346039774,7.25980155789198,-1.31080399010809,0.183547832769942,0.264164165805327,39.5526411199383,-4.96208100789141,0,6.97418950284146e-07,TRUE,2,32.1819976666218,NA
"chr1",37254829,37255296,468,"*",22.0889281600749,-1.79361611902814,0.0220873004032126,"Intron (ENSMUST00000194195.5/12790, intron 4 of 5)",1,37219205,37263384,44180,1,"12790","ENSMUST00000027288.9",35624,"ENSMUSG00000026114","Cnga3","cyclic nucleotide gated channel alpha 3",245.939300184818,FALSE,1e-08,2,0.109077829958338,0.104025590368681,6,FALSE,0.104025590368681,5.09862930345599,-1.79361611902814,0.384624567732163,0.571390571869212,13.2561196844984,-3.13903695183596,4.15863364624344e-40,0.00169504071696169,TRUE,3,25.1738022692522,NA
"chr1",37686860,37687423,564,"*",16.6780164866487,-2.04369578166209,0.0202902130411981,"Intron (ENSMUST00000162875.7/72097, intron 1 of 9)",1,37637986,37719795,81810,2,"72097","ENSMUST00000160589.1",32372,"ENSMUSG00000026090","Cracdl","capping protein inhibiting regulator of actin like",146.684209489168,FALSE,1e-08,2,0.143179873687905,0.123852741734159,6,FALSE,0.123852741734159,4.75182647695172,-2.04369578166209,0.423491239222689,0.643706777031832,11.2206016012837,-3.17488622861125,3.230651601528e-29,0.00149895259894585,TRUE,2,22.4085364545769,NA
"chr1",37697039,37697200,162,"*",17.991416201888,-1.80865916298242,0.0369239605738896,"Intron (ENSMUST00000162875.7/72097, intron 1 of 9)",1,37637986,37719795,81810,2,"72097","ENSMUST00000160589.1",22595,"ENSMUSG00000026090","Cracdl","capping protein inhibiting regulator of actin like",157.034610466393,FALSE,1e-08,2,0.133017008316402,0.121145459152338,6,FALSE,0.121145459152338,4.81001063460525,-1.80865916298242,0.417773889549345,0.622360561021721,11.5134304822013,-2.90612753483795,1.12896346035956e-30,0.00365932267328662,TRUE,3,23.7308179087224,NA
"chr1",37709632,37710369,738,"*",57.4517180344794,-1.40475885349332,0.0014979133557386,"Intron (ENSMUST00000162875.7/72097, intron 1 of 9)",1,37637986,37719795,81810,2,"72097","ENSMUST00000160589.1",9426,"ENSMUSG00000026090","Cracdl","capping protein inhibiting regulator of actin like",907.362153727799,FALSE,1e-08,1,0.0443787863015228,0.0378749666428802,6,FALSE,0.0378749666428802,6.38405540425083,-1.40475885349332,0.235986588453485,0.342277892690889,27.0526195835455,-4.10414719586332,3.55782654033753e-161,4.05809036964994e-05,TRUE,2,28.0803014320909,NA
"chr1",38428787,38429078,292,"*",53.820366840785,-1.00363306486086,0.0410145419784952,"Intron (ENSMUST00000095027.8/16764, intron 4 of 21)",1,38177326,38627185,449860,2,"16764","ENSMUST00000095027.8",198107,"ENSMUSG00000037138","Aff3","AF4/FMR2 family, member 3",449.368837795213,FALSE,1e-08,1,0.0471055504933496,0.0409674650582709,6,FALSE,0.0409674650582709,6.16907085708401,-1.00363306486086,0.248032307014753,0.351513559121126,24.8720456271734,-2.8551759635395,1.49346649369402e-136,0.00430129903133207,TRUE,2,28.4590487935799,NA
"chr1",38664744,38665745,1002,"*",63.9479633804432,-1.22800974792991,0.00434921888112357,"Promoter (<=1kb)",1,38177327,38664955,487629,2,"16764","ENSMUST00000039827.13",0,"ENSMUSG00000037138","Aff3","AF4/FMR2 family, member 3",880.412521692793,FALSE,1e-08,1,0.0402733276295857,0.0353239679385999,6,FALSE,0.0353239679385999,6.48293844978218,-1.22800974792991,0.227940341917235,0.327028314693526,28.4413824918106,-3.75505634452703,6.22864325179476e-178,0.000173302487279143,TRUE,2,29.1257203741246,NA
"chr1",40006087,40006399,313,"*",26.4102949515292,-1.66410422105978,0.0180621382645716,"Intron (ENSMUST00000163854.8/26921, intron 18 of 30)",1,40000677,40010657,9981,1,"26921","ENSMUST00000191865.1",5410,"ENSMUSG00000026074","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4",293.385099432528,FALSE,1e-08,29,0.091878867844136,0.0855394292040855,6,FALSE,0.0855394292040855,5.32962456407289,-1.66410422105978,0.350463587722189,0.516349717090306,15.2073560586205,-3.22282392336188,3.16052066711124e-52,0.00126933554386354,TRUE,3,25.7725177004644,NA
"chr1",42396798,42397163,366,"*",12.2345705773183,-2.56938252078378,0.027269545768615,"Distal Intergenic",1,42648200,42651679,3480,2,"66297","ENSMUST00000176977.7",254516,NA,"Pantr1","POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1",127.172533956345,FALSE,0.459937512508864,6,0.193740887353692,0.215886310359684,9,FALSE,0.215886310359684,4.38416238241326,-2.56938252078378,0.53833728551767,0.843504225572477,8.14389510137201,-3.04608138630244,3.82760855337271e-16,0.00231845069763302,TRUE,4,23.8641994192502,NA
"chr1",45165725,45165922,198,"*",9.88454018519395,-2.47874194641433,0.0499379094334546,"Distal Intergenic",1,45311538,45325018,13481,1,"12825","ENSMUST00000129611.1",-145616,"ENSMUSG00000026043","Col3a1","collagen, type III, alpha 1",104.46448565957,FALSE,1e-08,7,0.238859660379061,0.239719749651944,4,FALSE,0.239719749651944,4.07651945379366,-2.47874194641433,0.574521808665232,0.899149264617887,7.09549993108967,-2.75676358081406,1.28884718903873e-12,0.00583765422990441,TRUE,3,21.4735812402756,NA
"chr1",45860480,45860716,237,"*",55.2355606907893,1.16983002295165,0.019142911944373,"Distal Intergenic",1,45822558,45823616,1059,1,"73674","ENSMUST00000186651.1",37922,"ENSMUSG00000025995","Wdr75","WD repeat domain 75",616.287967561844,FALSE,1e-08,1,0.046000252157845,0.040631318905701,6,FALSE,0.040631318905701,5.08559576065744,1.16983002295165,0.286755257865305,0.365606834779078,17.7349695294733,3.19969407480724,2.2521835418804e-70,0.00137573529533468,TRUE,2,28.918363503584,NA
"chr1",45868569,45869208,640,"*",348.874081337092,1.05767865058452,8.34536740911179e-08,"Distal Intergenic",1,45822558,45823616,1059,1,"73674","ENSMUST00000186651.1",46011,"ENSMUSG00000025995","Wdr75","WD repeat domain 75",20476.7794111992,FALSE,1e-08,3,0.010620518552321,0.00951475823662589,6,FALSE,0.00951475823662589,7.82091630890672,1.05767865058452,0.126124405593183,0.165219348017264,62.0095394870147,6.40166338432711,0,1.53693223950325e-10,TRUE,2,37.6068348682185,NA
"chr1",45901784,45902387,604,"*",85.284080974266,1.32964074142372,0.000681555119684784,"Distal Intergenic",1,45918928,45923309,4382,2,"53945","ENSMUST00000188252.6",20922,"ENSMUSG00000025993","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1",1875.34308389703,FALSE,0.00810190707297835,100,0.0311899010804089,0.0288585298451356,9,FALSE,0.0288585298451356,5.59587711884505,1.32964074142372,0.240993246799897,0.306377699553397,23.220057794779,4.33987442089265,2.85602293575952e-119,1.42564163431543e-05,TRUE,2,31.3608678519756,NA
"chr1",45925128,45926233,1106,"*",336.104609506898,1.05659248424611,8.58339669839863e-07,"Promoter (<=1kb)",1,45908068,45925582,17515,2,"53945","ENSMUST00000027137.10",0,"ENSMUSG00000025993","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1",19208.5260870062,FALSE,0.0171355287328425,5,0.0108733661103909,0.0114430843855291,9,FALSE,0.0114430843855291,7.76822087464946,1.05659248424611,0.13468425861569,0.177746944015345,57.6772739033698,5.9443637138138,0,2.7753276058485e-09,TRUE,2,39.9694719687376,NA
"chr1",46901393,46901836,444,"*",55.4884881755878,-1.08388017801394,0.0231844242552407,"Distal Intergenic",1,46835640,46892852,57213,2,"227059","ENSMUST00000186852.1",-8541,"ENSMUSG00000025986","Slc39a10","solute carrier family 39 (zinc transporter), member 10",557.547877209974,FALSE,1e-08,5,0.0458086486878699,0.0400114094274757,6,FALSE,0.0400114094274757,6.23762369740642,-1.08388017801394,0.244232764320201,0.347635202878113,25.5396679260797,-3.11786657116532,7.15193563552095e-144,0.00182165253658561,TRUE,2,28.5784300314535,NA
"chr1",52854125,52854437,313,"*",53.0485613068379,1.071231702724,0.0418608768255946,"Promoter (2-3kb)",1,52851768,52860143,8376,1,"227095","ENSMUST00000161552.1",2357,"ENSMUSG00000041426","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase",531.122153121177,FALSE,0.0170878325914151,100,0.0477331991855682,0.0442844933458621,9,FALSE,0.0442844933458621,5.08914930642368,1.071231702724,0.29315800566105,0.376573438280541,17.359748695752,2.84468205621541,1.66450380081054e-67,0.00444557728588577,TRUE,2,29.4950082714519,NA
"chr1",57581741,57582558,818,"*",30.576933955592,-2.14394590461659,0.0011475932335067,"Distal Intergenic",1,57388237,57407101,18865,2,"68736","ENSMUST00000162686.7",-174640,"ENSMUSG00000048495","Tyw5","tRNA-yW synthesizing protein 5",597.09666650601,FALSE,0.119491850341439,11,0.0798991195781634,0.0836790685998054,9,FALSE,0.0836790685998054,5.65321146855352,-2.14394590461659,0.33779843107192,0.512025754306254,16.7354580381396,-4.18718372383715,7.22988251515733e-63,2.82437193688943e-05,TRUE,3,27.4533941991948,NA
"chr1",57638764,57639556,793,"*",71.421663495559,1.47120417309689,0.000474561561176927,"Distal Intergenic",1,57774162,57885768,111607,1,"67198","ENSMUST00000172287.7",-134606,"ENSMUSG00000038305","Spats2l","spermatogenesis associated, serine-rich 2-like",1545.04004744334,FALSE,1e-08,3,0.0364739890929311,0.0322600431849445,6,FALSE,0.0322600431849445,5.24578400802968,1.47120417309689,0.26326293637544,0.330954911397154,19.9260255934723,4.44533113857134,2.4203671098916e-88,8.77565885845997e-06,TRUE,3,29.866515157808,NA
"chr1",59148645,59148789,145,"*",11.5637026208919,-2.128620953428,0.049801965270117,"Promoter (1-2kb)",1,59139160,59150634,11475,2,"227157","ENSMUST00000189743.6",1845,"ENSMUSG00000079550","Mpp4","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",69.8246203448206,FALSE,1e-08,13,0.204750712133339,0.173990590865692,6,FALSE,0.173990590865692,4.232180405896,-2.128620953428,0.503384454911815,0.771833906039391,8.40745153053527,-2.75787437785788,4.19015429516471e-17,0.00581785509779196,TRUE,3,20.6586095174505,NA
"chr1",59391889,59392055,167,"*",32.2570515609117,-1.25318418330015,0.0489405627415582,"Exon (ENSMUST00000187523.1/ENSMUST00000187523.1, exon 4 of 4)",1,59482424,59486955,4532,1,"14369","ENSMUST00000114246.3",-90369,"ENSMUSG00000041075","Fzd7","frizzled class receptor 7",233.574462668518,FALSE,1e-08,1,0.0759440868387011,0.0665766438970418,6,FALSE,0.0665766438970418,5.50234003044434,-1.25318418330015,0.315067572069004,0.452926149526349,17.4639998471161,-2.76686206925937,2.69380771314385e-68,0.00565986961282989,TRUE,2,26.22828783592,NA
"chr1",59443910,59444800,891,"*",189.579633029806,-1.28883945704475,1.41117390829706e-07,"Distal Intergenic",1,59482424,59486955,4532,1,"14369","ENSMUST00000114246.3",-37624,"ENSMUSG00000041075","Fzd7","frizzled class receptor 7",8662.89275485531,FALSE,1e-08,2,0.0162125455545817,0.014594216444607,6,FALSE,0.014594216444607,8.06855088799074,-1.28883945704475,0.142313903046551,0.204411144003317,56.6954507976042,-6.30513303630766,0,2.87946458068692e-10,TRUE,2,34.3097133116256,NA
"chr1",60940559,60941847,1289,"*",331.043061208313,1.04108517208987,3.51011025663351e-06,"Distal Intergenic",1,60909171,60914769,5599,1,"12477","ENSMUST00000097720.3",31388,"ENSMUSG00000026011","Ctla4","cytotoxic T-lymphocyte-associated protein 4",18407.888268944,FALSE,0.0278792389256319,4,0.0109789878779972,0.0125233954381157,9,FALSE,0.0125233954381157,7.75491444604173,1.04108517208987,0.139007462753687,0.184209063681078,55.7877562284764,5.65165009411426,0,1.58914834442951e-08,TRUE,2,41.1144394870185,NA
"chr1",61160617,61161037,421,"*",59.7034669142688,-1.51438537139475,0.000416046626866933,"Distal Intergenic",1,60977927,61000320,22394,1,"54167","ENSMUST00000102827.3",182690,"ENSMUSG00000026009","Icos","inducible T cell co-stimulator",1121.50418867102,FALSE,1e-08,2,0.0428545707513892,0.0366509657455602,6,FALSE,0.0366509657455602,6.46645937337249,-1.51438537139475,0.231329248018453,0.337809900084148,27.9534880641494,-4.48295142036249,5.97915640206411e-172,7.361769311596e-06,TRUE,2,28.1403385907304,NA
"chr1",63567113,63567543,431,"*",73.4494457484601,-1.1325914456227,0.00484442446746102,"Intron (ENSMUST00000182642.7/23792, intron 21 of 23)",1,63555174,63566910,11737,1,"23792","ENSMUST00000134704.2",11939,"ENSMUSG00000025964","Adam23","a disintegrin and metallopeptidase domain 23",1009.63213399302,FALSE,1e-08,2,0.0355764945067936,0.0308413821370584,6,FALSE,0.0308413821370584,6.6556004308212,-1.1325914456227,0.21348851940105,0.30465879867885,31.1754489163808,-3.71757339861568,2.29301770404745e-213,0.000201145556860027,TRUE,2,29.6394645487791,NA
"chr1",72000824,72001427,604,"*",86.8192365087866,-1.0173776300134,0.0102322735033379,"Intron (ENSMUST00000188213.1/71134, intron 1 of 2)",1,71958998,72005195,46198,2,"71134","ENSMUST00000188213.1",3768,"ENSMUSG00000101848","4933417E11Rik","RIKEN cDNA 4933417E11 gene",1502.30653912001,FALSE,0.0272981612612815,13,0.0307085106525501,0.0303147845836952,7,FALSE,0.0303147845836952,6.85486912906335,-1.0173776300134,0.20807030997096,0.295016574314015,32.944965238049,-3.44854397546664,4.99449262831965e-238,0.00056361768538571,TRUE,2,32.2490952294543,NA
"chr1",74059002,74059739,738,"*",25.5754211919494,-1.90586040556159,0.00744884029472267,"Intron (ENSMUST00000169786.7/21961, intron 3 of 34)",1,74002316,74037157,34842,2,"21961","ENSMUST00000190599.1",-21845,"ENSMUSG00000055322","Tns1","tensin 1",375.250824326513,FALSE,1e-08,10,0.0947486819699257,0.0903686044628502,6,FALSE,0.0903686044628502,5.34362913116638,-1.90586040556159,0.357111175274791,0.534475417473427,14.963488966859,-3.56585231659668,1.2717981216812e-50,0.000362675573858324,TRUE,3,25.5786270252709,NA
"chr1",74143289,74143525,237,"*",28.7630354701002,-1.51721302507896,0.0204653426694842,"Intron (ENSMUST00000080167.10/435626, intron 10 of 11)",1,74153989,74160610,6622,1,"12765","ENSMUST00000027372.7",-10464,"ENSMUSG00000026180","Cxcr2","chemokine (C-X-C motif) receptor 2",260.281997742681,FALSE,1e-08,1,0.0846877721601817,0.0723227926811277,6,FALSE,0.0723227926811277,5.4167071192525,-1.51721302507896,0.327234930092128,0.478454475484378,16.5529612554733,-3.17107081826952,1.52417644906044e-61,0.00151878111864906,TRUE,2,25.0954159725595,NA
"chr1",74830094,74830519,426,"*",63.4393202028389,-1.38424551892431,0.00139949877255608,"Distal Intergenic",1,74850895,74879953,29059,1,"102634844","ENSMUST00000159627.1",-20376,"ENSMUSG00000089964","Gm16582","predicted gene 16582",1118.42482465908,FALSE,1e-08,27,0.040564437539196,0.0373781105825056,6,FALSE,0.0373781105825056,6.513191927494,-1.38424551892431,0.231908837568474,0.335513578707009,28.0851389528046,-4.12575110747789,1.48796641754551e-173,3.69526738752869e-05,TRUE,2,29.6300489376953,NA
